"","Date_Time","Species","Ind","Rec","TRJ","Exp","Session","GS","Sex","ExT","Traj_num","T","RH","c","ta_mic","t_emit","Raw_X","Raw_Y","Raw_Z","Int01_X","Int01_Y","Int01_Z","Int01_angle2mic","Int01_speed","Int01_vel2mic","dur_Th12","dur_E12","FS_Th12","FS_E12","F_MAmp_Th12","F_MAmp_E12","PF_Th12","PF_E12","FE_Th12","FE_E12","LF12_Th12","LF12_E12","HF12_Th12","HF12_E12","peSL_dB_Th12","peSL_dB_E12","rmsSL_Th12","rmsSL_E12","SNR_Th12","SNR_E12","rmsSL_Th12_10cm","rmsSL_E12_10cm","E1","E2","BW","Harmonic","Q_0.75","Q_0.9","PC","Mean_dur_E12","Mean_PF_E12","Mean_LF12_E12","Mean_rmsSL_E12","AAFp","AAmeanFp","AALoF12","AAmeanLoF12","RHfix","thrDur2","avrgDD","realDD2","realDD","frqDD","rmsDD","durDD","TG"
"3775",2020-02-21 23:20:31,"M.keaysi","101","1","2","2","2020-02-21_008","M.keaysi","M","22","2",21.9,82.1,345.8,7.3038,7.2962,0.57,2.57,1.34,0.57,2.57,1.34,21.3,2.96,2.8,2.7,2,116.21,105.5,72.9,72.9,65,65.75,62.25,62.5,57000,57500,113250,108500,103.1,103.1,97.2,98,34.07,34.96,117.2,118,121.5136,121.0103,51,"1st",113.575,115.27,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-2.60260652988255,-2.6912100754092,-2.1491610849792,-2.1755533542145,"real",19.6603773584906,0.92,1.14,1.12,0.92,1.12,0.93,30
"3784",2020-02-21 23:20:40,"M.keaysi","101","2","1","2","2020-02-21_008","M.keaysi","M","22","3",21.9,82.1,345.8,2.0885,2.0852,-0.67,0.93,1.32,-0.67,0.93,1.32,5.01,3.12,3.1,2.3,1.7,113.75,103.66,73.05,73.05,72.25,72.25,63.25,63.75,58500,59500,111250,104000,101.6,101.6,93.7,94.5,26.34,27.33,113.7,114.5,117.3173,116.8045,44.5,"1st",113.5,114.05,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-2.96111819619148,-2.6912100754092,-2.25875638621797,-2.1755533542145,"real",20.611320754717,0.92,0.91,0.94,0.9,0.96,0.89,30
"3789",2020-02-21 23:20:40,"M.keaysi","101","2","2","2","2020-02-21_008","M.keaysi","M","22","3",21.9,82.1,345.8,4.458,4.4544,-0.81,0.97,1.41,-0.81,0.97,1.41,14.85,2.73,2.6,1.9,1.4,114.77,105,73.25,73.25,72,72.25,64.75,65.6,60500,61500,112000,107000,102.8,102.8,95.2,96,26.34,27.33,115.2,116,117.9875,117.4613,45.5,"1st",114.5,115.84,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-2.96111819619148,-2.6912100754092,-2.36861087138171,-2.1755533542145,"real",21.5622641509434,0.92,0.93,1,0.9,1.02,0.85,30
"3796",2020-02-21 23:20:40,"M.keaysi","101","2","3","2","2020-02-21_008","M.keaysi","M","22","3",21.9,82.1,345.8,6.782,6.7774,-0.75,1.36,1.7,-0.75,1.36,1.7,38.86,2.19,1.71,2.4,1.8,111.58,102.54,71.6,71.6,64.75,65.75,61.25,61.74,56250,57000,110500,102750,98.7,98.7,92.6,93.4,26.34,27.33,112.6,113.4,116.4021,115.9527,45.75,"1st",112,112.84,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-2.60260652988255,-2.6912100754092,-2.1218124051131,-2.1755533542145,"real",20.2943396226415,0.92,0.91,0.92,0.92,0.91,0.9,30
"3801",2020-02-21 23:20:50,"M.keaysi","101","3","1","2","2020-02-21_008","M.keaysi","M","22","2",21.9,82.1,345.8,0.1911,0.1865,-0.85,1.28,1.74,-0.85,1.28,1.74,33.55,2.77,2.31,1.9,1.4,110.5,99.32,72.4,72.4,72,72,63.74,64.52,59500,60500,107000,98000,100.4,100.4,92.3,93.1,22.63,23.59,112.3,113.1,115.0875,114.5613,37.5,"1st",111.775,112.5,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-2.94732457828819,-2.6912100754092,-2.31365597480191,-2.1755533542145,"real",21.5622641509434,0.92,0.82,0.88,0.9,0.9,0.85,30
"3808",2020-02-21 23:20:50,"M.keaysi","101","3","2","2","2020-02-21_008","M.keaysi","M","22","2",21.9,82.1,345.8,3.0949,3.0909,-0.48,1.24,1.64,-0.48,1.24,1.64,16.35,2.69,2.5,2.4,1.8,112.2,101.6,72.6,72.6,66.25,67.25,62.75,63.25,57500,58000,109250,101250,99.8,99.8,92.4,93.2,22.63,23.59,112.4,113.2,116.2021,115.7527,43.25,"1st",109.7,111.22,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-2.68530192882768,-2.6912100754092,-2.1765312118774,-2.1755533542145,"real",20.2943396226415,0.92,0.89,0.9,0.92,0.9,0.9,30
"3815",2020-02-21 23:20:59,"M.keaysi","101","4","1","2","2020-02-21_008","M.keaysi","M","22","1",21.9,82.1,345.8,4.5526,4.5454,-0.49,2.4,1.77,-0.49,2.4,1.77,11.52,3.51,3.4,1.9,1.4,109.1,98.18,72.9,72.9,72.75,72.75,62.5,63.66,58750,60000,107250,97500,102.6,102.6,94.1,95.1,25.95,26.81,114.1,115.1,116.8875,116.5613,37.5,"1st",114.65,114.92,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-2.9887057438402,-2.6912100754092,-2.28619870898146,-2.1755533542145,"real",21.5622641509434,0.92,0.89,0.96,0.89,0.98,0.85,30
"3823",2020-02-21 23:53:59,"M.riparius","099","2","1","3","2020-02-21_011","M.riparius","H","24","2",24.5,74.4,347.3,4.5418,4.5375,0.08,1.45,1.18,0.08,1.45,1.18,19.66,2.8,2.6,3,2.3,118.6,108.18,80.9,80.9,66,66.5,63.25,64,58250,58750,116250,111250,103.7,103.7,97.4,98,27.33,28.31,117.4,118,122.1712,121.6173,52.5,"1st",116.125,117.37,"Si",1.62857142857143,74.3571428571429,60464.2857142857,92.6571428571429,-2.71249863739026,-3.17042001369511,-2.26402654214749,-2.36276426981381,"real",17.5263157894737,0.85,1.24,1.11,0.88,1.07,0.94,30
"3826",2020-02-21 23:53:59,"M.riparius","099","2","2","3","2020-02-21_011","M.riparius","H","24","2",24.5,74.4,347.3,9.2023,9.197,-0.59,1.67,0.85,-0.59,1.67,0.85,19.91,3.29,3.1,2.8,2.2,119.85,108.98,81.55,81.55,66,66.5,63.5,64,58250,58500,116250,111500,101.1,101.1,96.1,96.7,27.33,28.31,116.1,116.7,120.5716,120.1242,53,"1st",115.5,116.45,"Si",1.62857142857143,74.3571428571429,60464.2857142857,92.6571428571429,-2.71249863739026,-3.17042001369511,-2.24965646693106,-2.36276426981381,"real",17.8947368421053,0.85,1.15,1.05,0.88,1.01,0.93,30
"3832",2020-02-21 23:54:11,"M.riparius","099","3","1","3","2020-02-21_011","M.riparius","H","24","2",24.5,74.4,347.3,1.0676,1.06,0.51,2.51,0.68,0.51,2.51,0.68,30.67,3.03,2.6,2.9,2.2,116.95,105.25,81.66,81.66,65.25,65.75,61.98,62.97,57250,57750,113500,106500,102.5,102.5,96,96.8,30.1,31.07,116,116.8,120.624,120.2242,48.75,"1st",112.5,116.71,"Si",1.62857142857143,74.3571428571429,60464.2857142857,92.6571428571429,-2.66890675127386,-3.17042001369511,-2.20659517021681,-2.36276426981381,"real",17.8947368421053,0.85,1.16,1.06,0.88,1.01,0.93,30
"3844",2020-02-21 23:54:11,"M.riparius","099","3","2","3","2020-02-21_011","M.riparius","H","24","2",24.5,74.4,347.3,5.7774,5.7717,0.55,1.73,0.56,0.55,1.73,0.56,17.4,2.68,2.6,2.6,2,119,108.9,80.2,80.2,66.25,66.75,63.22,64.25,58500,59000,116500,111250,99.9,99.9,94.4,95.1,30.1,31.07,114.4,115.1,118.5497,118.1103,52.25,"1st",113.65,115.03,"Si",1.62857142857143,74.3571428571429,60464.2857142857,92.6571428571429,-2.72703562737806,-3.17042001369511,-2.27840442817739,-2.36276426981381,"real",18.6315789473684,0.85,1.04,0.98,0.88,0.94,0.9,30
"3851",2020-02-21 23:54:21,"M.riparius","099","4","1","3","2020-02-21_011","M.riparius","H","24","2",24.5,74.4,347.3,4.1361,4.1306,0.02,1.79,0.67,0.02,1.79,0.67,38.19,2.95,2.31,2.9,2.3,118.69,107.87,73.85,73.85,66.75,67.25,64.25,64.75,59000,59250,115250,110500,100.2,100.2,94.4,95,20.05,21.04,114.4,115,119.024,118.6173,51.25,"1st",108.9,112.56,"Si",1.62857142857143,74.3571428571429,60464.2857142857,92.6571428571429,-2.75611852171553,-3.17042001369511,-2.2927899240269,-2.36276426981381,"real",17.5263157894737,0.85,1.08,0.97,0.88,0.94,0.94,30
"3855",2020-02-21 23:54:21,"M.riparius","099","4","2","3","2020-02-21_011","M.riparius","H","24","2",24.5,74.4,347.3,8.2337,8.2279,0.5,1.88,0.83,0.5,1.88,0.83,18.68,2.85,2.7,2,1.5,118.61,109.25,73.21,73.21,72.25,72.25,64.4,65.72,60500,62250,117250,111500,103,103,96.3,97.1,20.05,21.04,116.3,117.1,119.3103,118.8609,49.25,"1st",116.6,116.86,"Si",1.62857142857143,74.3571428571429,60464.2857142857,92.6571428571429,-3.0474527402784,-3.17042001369511,-2.46594106396165,-2.36276426981381,"real",20.4736842105263,0.85,1.02,1.04,0.86,1.03,0.83,30
"3862",2020-02-21 23:54:31,"M.riparius","099","5","1","3","2020-02-21_011","M.riparius","H","24","1",24.4,74.2,347.2,4.0436,4.0381,-0.19,1.87,0.98,-0.19,1.87,0.98,18.31,3.26,3.1,2.6,2,116.82,106.17,81.88,81.88,66.5,66.75,64.01,65,59000,59500,114000,107000,103.2,103.2,96.2,96.8,31.74,32.96,116.2,116.8,120.3497,119.8103,47.5,"1st",115.925,116.4,"Si",1.62857142857143,74.3571428571429,60464.2857142857,92.6571428571429,-2.72680098525479,-3.1679375553126,-2.30872311943863,-2.36409372701671,"real",18.6315789473684,0.85,1.12,1.06,0.88,1.01,0.9,30
"3868",2020-02-21 23:56:52,"M.keaysi","100","1","1","3","2020-02-21_012","M.keaysi","M","24","1",24.2,74,347.1,3.621,3.6129,-0.48,2.76,1.53,-0.48,2.76,1.53,10.09,3.04,3,2.4,1.8,118.34,107,72.81,72.81,72.75,73.25,65.52,67.29,61750,63000,115500,107000,96.6,96.6,90.3,91,19.49,20.58,110.3,111,114.1021,113.5527,44,"1st",110.675,110.85,"Si",1.4,72.2,61500,94.16,-3.09844853054854,-3.03807993346021,-2.51001670977193,-2.4242347406918,"real",18.2857142857143,0.92,0.86,0.79,0.91,0.8,0.99,30
"3877",2020-02-21 23:58:24,"M.keaysi","100","5","1","3","2020-02-21_012","M.keaysi","M","24","1",23.9,74.2,346.9,3.1002,3.0935,0.09,2.32,1.39,0.09,2.32,1.39,36.85,2.89,2.31,2.5,2,118.06,108.75,73.9,73.9,67.5,68,64.75,65.25,59500,60000,115750,112500,97.1,97.1,91,91.6,26.44,27.59,111,111.6,114.9794,114.6103,52.5,"1st",110.05,110.25,"Si",1.4,72.2,61500,94.16,-2.79048717522686,-3.02928573660414,-2.33669867503562,-2.42157238058024,"real",17.4285714285714,0.92,0.94,0.83,0.93,0.82,1.02,30
"3889",2020-02-21 23:58:34,"M.keaysi","100","6","1","3","2020-02-21_012","M.keaysi","M","24","2",23.8,74.7,346.9,8.187,8.1823,-0.15,1.64,1.48,-0.15,1.64,1.48,25.01,2.78,2.5,2.2,1.6,117.75,105.68,73.45,73.45,73.5,73.5,64,64.48,59000,59750,114000,103500,104.3,104.3,96.1,97,20.8,21.78,116.1,117,119.5242,119.0412,43.75,"1st",115.825,116.23,"Si",1.4,72.2,61500,94.16,-3.09940754237186,-3.02552495259454,-2.31931719942163,-2.41823981573477,"real",19.1428571428571,0.92,1.07,1.03,0.91,1.04,0.95,30
"3894",2020-02-21 23:58:34,"M.keaysi","100","6","2","3","2020-02-21_012","M.keaysi","M","24","2",23.8,74.7,346.9,1.9398,1.9359,-0.96,0.67,1.98,-0.96,0.67,1.98,32.13,2.6,2.21,1.7,1.2,120.19,110.02,81.43,81.43,73,73.25,64.76,66.75,61000,62750,118750,113250,95,95,89.5,90.4,20.8,21.78,109.5,110.4,111.8045,111.1918,50.5,"1st",109.4,110,"Si",1.4,72.2,61500,94.16,-3.08519924679006,-3.02552495259454,-2.48900942600836,-2.41823981573477,"real",20.8571428571429,0.92,0.74,0.77,0.91,0.77,0.88,30
"3899",2020-02-21 23:58:59,"M.keaysi","100","9","1","3","2020-02-21_012","M.keaysi","M","24","1",23.8,74.7,346.9,4.4999,4.4954,0.47,1.45,1.71,0.47,1.45,1.71,34.51,2.83,2.31,2.2,1.7,120.95,111.14,73.82,73.82,67.5,74.25,64.25,65,59000,60000,120750,114250,102.4,102.4,96.3,97.1,13.29,13.73,116.3,117.1,119.7242,119.4045,54.25,"1st",112.35,114.7,"Si",1.4,72.2,61500,94.16,-3.14203237983415,-3.02552495259454,-2.33343631082004,-2.41823981573477,"real",18.7142857142857,0.92,1.09,1.03,0.91,1.04,0.97,30
"3906",2020-02-22 00:17:32,"M.keaysi","101","1","1","3","2020-02-21_013","M.keaysi","M","24","2",24.5,73.7,347.3,3.3511,3.3463,0.55,1.43,1.89,0.55,1.43,1.89,17.94,2.79,2.6,2.7,2.1,117.48,107.31,73.75,73.75,66.75,73,62.47,63.9,58000,59000,115500,109750,102.5,102.5,95.8,96.4,29.44,30.62,115.8,116.4,120.1136,119.6222,50.75,"1st",114.9,115.44,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-3.09301979748726,-2.76560849742344,-2.28333131666781,-2.22499921162874,"real",19.3433962264151,0.91,1.03,1,0.89,1.03,0.94,30
"3911",2020-02-22 00:17:32,"M.keaysi","101","1","2","3","2020-02-21_013","M.keaysi","M","24","2",24.5,73.7,347.3,8.399,8.3953,-0.02,1.09,2.04,-0.02,1.09,2.04,50.54,2.7,1.72,2.1,1.6,97.84,93.25,82.45,82.45,64.5,65,62.01,62.75,57000,57500,99500,96000,92.6,92.6,85.4,86.1,29.44,30.62,105.4,106.1,108.6222,108.1412,38.5,"1st",106.1,106.1,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-2.62913718356506,-2.76560849742344,-2.19741232147621,-2.22499921162874,"real",20.9283018867925,0.91,0.62,0.65,0.92,0.64,0.87,30
"3914",2020-02-22 00:17:42,"M.keaysi","101","2","1","3","2020-02-21_013","M.keaysi","M","24","2",24.5,73.7,347.3,8.1739,8.1684,0.52,1.75,1.85,0.52,1.75,1.85,23.42,2.85,2.6,2.5,1.9,118.85,108,73.85,73.85,73.75,73.75,62,63.5,57500,59000,118000,112000,105.3,105.3,98.8,99.6,33.87,34.56,118.8,119.6,122.7794,122.3875,53,"1st",116.1,118.2,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-3.13658129434623,-2.76560849742344,-2.28333131666781,-2.22499921162874,"real",19.977358490566,0.91,1.14,1.14,0.88,1.18,0.91,30
"3917",2020-02-22 00:17:42,"M.keaysi","101","2","2","3","2020-02-21_013","M.keaysi","M","24","2",24.5,73.7,347.3,3.1765,3.1698,0.69,2.18,1.89,0.69,2.18,1.89,22.04,2.81,2.6,2,1.6,117.45,107.29,73.55,73.55,73.5,73.5,63.5,65.52,59750,61250,115500,110000,101.8,101.8,94.9,95.6,33.87,34.56,114.9,115.6,117.9103,117.6412,48.75,"1st",114.25,115.06,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-3.1220600273182,-2.76560849742344,-2.41266690651178,-2.22499921162874,"real",20.9283018867925,0.91,0.93,0.97,0.88,1,0.87,30
"3921",2020-02-22 00:17:53,"M.keaysi","101","3","1","3","2020-02-21_013","M.keaysi","M","24","1",24.5,73.7,347.3,3.2224,3.2181,0.35,1.3,1.98,0.35,1.3,1.98,39.89,2.36,1.81,2,1.5,115.25,105.5,82.68,82.68,83.25,83.25,64.02,65.5,59750,61500,114250,107000,99.8,99.8,92.9,93.7,21.74,22.72,112.9,113.7,115.9103,115.4609,45.5,"1st",110.325,112.1,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-3.68875917200332,-2.76560849742344,-2.42706650818525,-2.22499921162874,"real",21.2452830188679,0.91,0.81,0.85,0.85,0.92,0.86,30
"3927",2020-02-22 00:18:04,"M.keaysi","101","4","1","3","2020-02-21_013","M.keaysi","M","24","2",24.5,73.7,347.3,2.2188,2.2142,0.37,1.41,1.98,0.37,1.41,1.98,32.7,2.62,2.21,2.1,1.6,119.3,108.85,73.75,73.75,73.25,73.25,63.5,65.25,59250,61000,118250,112000,103.4,103.4,97.1,97.9,25.03,26.26,117.1,117.9,120.3222,119.9412,51,"1st",112.2,115.62,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-3.10753951609077,-2.76560849742344,-2.39827264562299,-2.22499921162874,"real",20.9283018867925,0.91,1.03,1.07,0.89,1.1,0.87,30
"3932",2020-02-22 00:18:04,"M.keaysi","101","4","2","3","2020-02-21_013","M.keaysi","M","24","2",24.5,73.7,347.3,6.6122,6.6047,0.86,2.38,1.95,0.86,2.38,1.95,20.25,2.56,2.4,2.1,1.5,120,109.25,82.3,82.3,73.5,73.75,63.76,65.52,59250,60750,119000,113500,99.9,99.9,94.2,95,25.03,26.26,114.2,115,117.4222,116.7609,52.75,"1st",114.9,114.96,"Si",1.89285714285714,67.3571428571429,57982.1428571429,93.5071428571429,-3.13658129434623,-2.76560849742344,-2.38388389030964,-2.22499921162874,"real",21.2452830188679,0.91,0.89,0.94,0.88,0.97,0.86,30
"3938",2020-02-23 22:13:23,"M.riparius","105","2","1","1","2020-02-23_001","M.riparius","M","19","1",19,76.6,344,2.3383,2.333,-0.62,1.64,1.77,-0.62,1.64,1.77,12.85,2.88,2.8,2.1,1.5,117.52,108.84,80.71,80.71,75.25,75.25,59.98,63.74,57500,59750,116750,112500,96.8,96.8,90.3,91.1,19.38,19.38,110.3,111.1,113.5222,112.8609,52.75,"1st",110.875,111.01,"Si",1.68,74.25,58950,90.86,-2.9368223097359,-2.89113220942001,-2.22374397298728,-2.18647169718339,"real",20.6428571428571,0.8,0.78,0.81,0.8,0.81,0.78,30
"3943",2020-02-23 22:14:22,"M.riparius","105","3","1","1","2020-02-23_001","M.riparius","M","19","2",18.9,76.8,343.9,3.4922,3.4858,-0.44,2.15,1.57,-0.44,2.15,1.57,8.74,2.91,2.9,2.5,1.8,116.3,107.5,73.18,73.18,73.75,73.75,58.72,61.93,56000,58000,117500,111000,98.3,98.3,91.9,92.8,16.81,17.71,111.9,112.8,115.8794,115.3527,53,"1st",111.55,112.2,"Si",1.68,74.25,58950,90.86,-2.86270013030497,-2.88547186579841,-2.13910306578122,-2.18328893283155,"real",19.5714285714286,0.8,0.89,0.87,0.8,0.87,0.82,30
"3947",2020-02-23 22:14:22,"M.riparius","105","3","2","1","2020-02-23_001","M.riparius","M","19","2",18.9,76.8,343.9,7.9065,7.9005,0.25,2.01,1.76,0.25,2.01,1.76,26.34,2.68,2.4,2.3,1.7,115.63,105.7,81.25,81.25,74,74,60.25,62.74,56750,59250,114750,109250,97.7,97.7,91,91.8,16.81,17.71,111,111.8,114.6173,114.1045,50,"1st",108.5,110.48,"Si",1.68,74.25,58950,90.86,-2.87408647398001,-2.88547186579841,-2.19722426618668,-2.18328893283155,"real",19.9285714285714,0.8,0.84,0.84,0.8,0.83,0.8,30
"3954",2020-02-23 22:14:34,"M.riparius","105","4","1","1","2020-02-23_001","M.riparius","M","19","2",19,77.1,344,9.4155,9.4085,-0.6,2.35,1.42,-0.6,2.35,1.42,13.5,3,2.9,2.3,1.7,117,108.19,80.34,80.34,74,74,59.75,62.45,56500,58500,117000,111500,95.7,95.7,89.8,90.6,19.95,21.24,109.8,110.6,113.4173,112.9045,53,"1st",109.9,110.54,"Si",1.68,74.25,58950,90.86,-2.88345522707765,-2.89493333225819,-2.16591240715736,-2.18699684469181,"real",19.9285714285714,0.8,0.79,0.79,0.8,0.79,0.8,30
"3961",2020-02-23 22:14:34,"M.riparius","105","4","2","1","2020-02-23_001","M.riparius","M","19","2",19,77.1,344,4.9814,4.9755,0.51,1.88,1.85,0.51,1.88,1.85,26.01,2.81,2.5,2.3,1.7,115.39,106.65,81.15,81.15,74.25,74.25,60.5,63.24,57000,59250,114500,109750,94,94,87.1,88,19.95,21.24,107.1,108,110.7173,110.3045,50.5,"1st",106.1,107.24,"Si",1.68,74.25,58950,90.86,-2.89493333225819,-2.89493333225819,-2.20104268822434,-2.18699684469181,"real",19.9285714285714,0.8,0.7,0.7,0.8,0.7,0.8,30
"3965",2020-02-23 22:21:03,"M.oxyotus","106","2","1","1","2020-02-23_002","M.oxyotus","H","19","2",18.9,78,343.9,3.0851,3.0781,0.19,2.39,1.53,0.19,2.39,1.53,0,2.36,2.39,2.6,2,92.45,82.93,72.93,72.93,73,73,99.75,103.98,47250,48500,118500,118500,93.5,93.5,86.3,87.1,18.28,19.17,106.3,107.1,110.4497,110.1103,70,"1st",105.975,106.65,"Si",1.52,72.9,50150,85.04,-2.83690778625479,-2.83230026790839,-1.68909988528662,-1.76789064159361,"real",18.1052631578947,0.61,0.74,0.67,0.61,0.67,0.67,30
"3971",2020-02-23 22:21:03,"M.oxyotus","106","2","2","1","2020-02-23_002","M.oxyotus","H","19","2",18.9,78,343.9,0.3093,0.3067,-0.1,0.9,1.38,-0.1,0.9,1.38,24.38,2.55,2.31,2.3,1.6,91.65,81.84,72.35,72.35,72.75,72.75,98,103.45,47500,48500,119750,119750,90,90,82.9,83.9,18.28,19.17,102.9,103.9,106.5173,105.9412,71.25,"1st",102.4,103.3,"Si",1.52,72.9,50150,85.04,-2.82538852843162,-2.83230026790839,-1.68909988528662,-1.76789064159361,"real",19.6842105263158,0.61,0.59,0.58,0.61,0.58,0.62,30
"3974",2020-02-23 22:21:51,"M.oxyotus","106","3","1","1","2020-02-23_002","M.oxyotus","H","19","1",18.9,78.4,343.9,3.7722,3.7681,-0.48,1.3,1.63,-0.48,1.3,1.63,5.32,2.71,2.7,2,1.5,93.72,83.74,72.87,72.87,73,73,102.25,108,50750,51750,117000,116750,94.6,94.6,87,87.8,32.16,33.42,107,107.8,110.0103,109.5609,65,"1st",104.65,106.54,"Si",1.52,72.9,50150,85.04,-2.83955231466156,-2.83492787885442,-1.84334570594721,-1.76690360125393,"real",20.0789473684211,0.61,0.69,0.7,0.61,0.7,0.61,30
"3978",2020-02-23 22:23:57,"M.oxyotus","106","5","1","1","2020-02-23_002","M.oxyotus","H","19","2",18.8,78.7,343.9,0.3089,0.3063,0.64,-0.2,1.91,0.64,-0.2,1.91,34.21,2.08,1.81,1.6,1.2,84.49,80.2,72.21,72.21,72.75,72.75,97.67,104.13,47750,48750,121000,121000,87,87,81.2,82,23.86,25.59,101.2,102,103.2412,102.7918,72.25,"1st",99.75,101.79,"Si",1.52,72.9,50150,85.04,-2.82330904388354,-2.83022827657985,-1.69812595656307,-1.76498270125467,"real",21.2631578947368,0.61,0.49,0.53,0.61,0.53,0.57,30
"3985",2020-02-23 22:23:57,"M.oxyotus","106","5","2","1","2020-02-23_002","M.oxyotus","H","19","2",18.8,78.7,343.9,3.3332,3.3282,-0.33,1.62,1.85,-0.33,1.62,1.85,21.75,2.9,2.7,1.7,1.3,85.53,82.26,72.65,72.65,73,73,103.82,54.99,51250,53250,112000,85500,91.9,91.9,83.7,84.4,23.86,25.59,103.7,104.4,106.0045,105.5394,32.25,"1st",104.325,104.37,"Si",1.52,72.9,50150,85.04,-2.83484079523828,-2.83022827657985,-1.91255505461721,-1.76498270125467,"real",20.8684210526316,0.61,0.57,0.59,0.61,0.59,0.58,30
"3990",2020-02-23 22:26:43,"M.elegans","107","1","1","1","2020-02-23_003","M.group","M","19","1",18.8,79.4,343.9,3.468,3.4631,-0.74,1.31,2.03,-0.74,1.31,2.03,31.96,2.56,2.11,1.5,1,112.75,102.25,79.83,79.83,77,77,59.72,64,57500,61500,110250,102750,92.8,92.8,85.5,86.7,20.41,21.47,105.5,106.7,107.2609,106.7,41.25,"1st",106.7,106.7,"Si",1.57777777777778,74.6805555555556,56916.6666666667,88.2111111111111,-3.02485923189664,-2.91729598886925,-2.30249364602847,-2.08597285339764,"real",22.1971830985915,0.71,0.59,0.65,0.7,0.66,0.64,30
"3991",2020-02-23 22:26:43,"M.elegans","107","1","1","1","2020-02-23_003","M.group","M","19","1",18.8,79.4,343.9,3.5393,3.5349,-0.65,1.17,2.05,-0.65,1.17,2.05,33.34,2.44,2.11,1.7,1.2,109.88,96.87,79.37,79.37,75.5,75.5,58.76,61.9,56500,60000,106000,99000,93,93,85.5,86.7,20.41,21.47,105.5,106.7,107.8045,107.4918,39,"1st",106.7,106.7,"Si",1.57777777777778,74.6805555555556,56916.6666666667,88.2111111111111,-2.95530161395736,-2.91729598886925,-2.23182430326009,-2.08597285339764,"real",21.4366197183099,0.71,0.61,0.66,0.7,0.66,0.66,30
"3993",2020-02-23 22:27:26,"M.elegans","107","2","1","1","2020-02-23_003","M.group","M","19","1",18.8,79.4,343.9,3.2991,3.2912,0.88,2.55,1.84,0.88,2.55,1.84,10.53,2.65,2.6,2,1.4,116.1,105.81,80.28,80.28,75.5,75.5,59.75,62.26,56250,59000,115250,108750,96.1,96.1,89.3,90.2,15.88,16.96,109.3,110.2,112.3103,111.6613,49.75,"1st",110.05,110.14,"Si",1.57777777777778,74.6805555555556,56916.6666666667,88.2111111111111,-2.95530161395736,-2.91729598886925,-2.18460861233415,-2.08597285339764,"real",20.6760563380282,0.71,0.75,0.77,0.7,0.77,0.68,30
"3997",2020-02-23 22:28:55,"M.elegans","107","4","1","1","2020-02-23_003","M.group","M","19","1",18.9,79.8,343.9,7.1864,7.1795,-0.44,2.31,1.66,-0.44,2.31,1.66,24.39,3.08,2.8,2.1,1.7,114.4,104.39,81.32,81.32,63.5,64,59,59.98,54500,55750,112500,105750,93.6,93.6,87.1,87.7,17.86,18.42,107.1,107.7,110.3222,110.0045,50,"1st",103.45,105.24,"Si",1.57777777777778,74.6805555555556,56916.6666666667,88.2111111111111,-2.42508231105083,-2.92691239883049,-2.03250470057569,-2.08834308343144,"real",19.5352112676056,0.71,0.73,0.71,0.73,0.69,0.72,30
"4005",2020-02-23 22:29:06,"M.elegans","107","5","1","1","2020-02-23_003","M.group","M","19","3",18.9,79.8,343.9,8.0449,8.0372,-0.18,2.66,1.31,-0.18,2.66,1.31,1.65,2.49,2.5,2.3,1.7,113.61,102,80.2,80.2,63.75,74.75,58.23,59.97,54250,55500,112000,103000,93,93,86.7,87.5,21.54,22.56,106.7,107.5,110.3173,109.8045,47.5,"1st",106.9,107.26,"Si",1.57777777777778,74.6805555555556,56916.6666666667,88.2111111111111,-2.93016198720018,-2.92691239883049,-2.02052577467432,-2.08834308343144,"real",19.5352112676056,0.71,0.7,0.68,0.7,0.68,0.72,30
"4010",2020-02-23 22:29:06,"M.elegans","107","5","2","1","2020-02-23_003","M.group","M","19","3",18.9,79.8,343.9,4.0438,4.037,0.33,2.31,1.51,0.33,2.31,1.51,30.41,3,2.61,2.5,1.8,112.3,99.2,73.31,73.31,63.75,74.25,58.75,59.96,54250,55500,110750,100750,96.1,96.1,89.5,90.3,21.54,22.56,109.5,110.3,113.4794,112.8527,45.25,"1st",106.475,108.77,"Si",1.57777777777778,74.6805555555556,56916.6666666667,88.2111111111111,-2.90676321813191,-2.92691239883049,-2.02052577467432,-2.08834308343144,"real",19.1549295774648,0.71,0.81,0.78,0.71,0.78,0.73,30
